Id,Prediction
231,5283891.485
232,5022422.723
233,4060975.478
234,3369862.534
235,4964079.736
236,3910728.317
237,3252688.122
238,3809059.198
239,4294550.98
240,3776503.957
241,3808212.494
242,2991994.669
243,4221727.747
244,4747774.404
245,5049191.83
246,4174457.442
247,4610326.772
248,3992118.782
249,4199127.09
250,2795262.088
251,4413483.011
252,5349738.441
253,4203532.611
254,4054896.96
255,3735611.271
256,4028606.468
257,3816267.948
258,3590511.85
259,3683719.978
260,4091056.114
261,3166304.793
262,4854557.822
263,4205179.745
264,2084211.444
265,4798104.778
266,4020404.3
267,5287079.171
268,4638937.459
269,4240407.688
270,3555674.289
271,2427383.684
272,4230124.632
273,4577492.056
274,3651032.418
275,5735363.219
276,5016537.035
277,4705582.002
278,4510777.658
279,3813527.092
280,4772344.606
281,3185615.076
282,3126969.837
283,3893065.729
284,4477034.744
285,2546401.325
286,4713890.271
287,3888362.01
288,4306577.953
289,3265929.839
290,3729039.632
291,4722920.969
292,3186731.505
293,3453535.123
294,3421379.185
295,5074961.454
296,5111394.904
297,5403670.952
298,4320628.895
299,4522978.753
300,4482430.35
301,5039811.127
302,4825928.813
303,4853461.73
304,4063196.499
305,4485502.162
306,3974717.893
307,4947998.299
308,2104388.403
309,3859993.268
310,4269457.028
311,3733182.51
312,3249265.276
313,4747204.984
314,2837886.379
315,3029440.208
316,2343501.609
317,4555947.333
318,5175352.842
319,3396515.907
320,3931343.633
321,2919993.561
322,3977124.907
323,4961304.376
324,4151203.529
325,3268710.123
326,4784340.701
327,4420532.496
328,4411222.251
329,6103868.52
330,2787962.506
331,5338963.561
332,4117577.812
333,5524127.695
334,5099122.196
335,4367795.721
336,3186917.384
337,4169209.015
338,3737434.006
339,2705590.937
340,4600527.116
341,3980620.07
342,4572630.639
343,4398048.942
344,4596026.369
345,4032586.835
346,3550895.269
347,5284075.258
348,2560556.292
349,4655222.597
350,4070048.62
351,4899272.679
352,4888047.294
353,3133481.435
354,3632192.417
355,3627616.29
356,4822704.388
357,3975121.427
358,4317437.521
359,4682788.888
360,4599838.83
361,4534467.125
362,4054982.64
363,4381947.396
364,4772767.47
365,3179104.011
366,2538833.479
367,3544909.747
368,3908388.07
369,4882673.416
370,3916991.011
371,4568879.05
372,4698882.009
373,5181375.717
374,3300437.78
375,4519686.766
376,3755070.395
377,2879556.879
378,5376889.525
379,4389353.957
380,4883338.589
381,3913190.874
382,2877119.836
383,4543811.481
384,3658663.089
385,4969690.844
386,3072415.211
387,5011178.615
388,4569520.752
389,4069356.048
390,4870590.933
391,2997378.309
392,2836040.098
393,4012865.252
394,6033958.739
395,2385219.929
396,5427731.399
397,4855592.766
398,5515153.789
399,4688521.103
400,3350760.576
401,3774550.566
402,3057779.198
403,4261734.691
404,3607621.626
405,4260658.339
406,4577007.241
407,4343027.738
408,2498640.445
409,3698195.804
410,3286135.107
411,3478231.026
412,4318871.097
413,4753692.601
414,4434116.723
415,3781662.158
416,5555276.88
417,2409470.837
418,4012621.692
419,2653652.241
420,4097260.421
421,5283841.008
422,5009837.064
423,3494094.21
424,4372584.744
425,4512353.765
426,4540025.883
427,3432185.174
428,4349834.562
429,3128290.472
430,3500112.339
431,3848235.713
432,2320911.911
433,4196549.149
434,3292319.565
435,4378955.777
436,3129910.346
437,3337421.054
438,2569331.693
439,4756654.184
440,4317001.347
441,4480053.267
442,4210707.871
443,4662623.811
444,3851894.636
445,4883837.285
446,6854428.363
447,4020880.859
448,4783637.36
449,5631473.947
450,5189793.853
451,3600784.317
452,2979136.725
453,4991062.508
454,4350367.796
455,3669483.134
456,2841710.37
457,3927710.66
458,4115630.336
459,2997609.821
460,4795015.46
461,4723517.153
462,4790736.122
463,2504021.22
464,4467166.879
465,3577155.368
466,4387836.697
467,3445501.66
468,3944815.658
469,4174804.707
470,3847795.963
471,4067357.239
472,3367951.323
473,4547931.355
474,4726357.624
475,4100716.518
476,3527622.19
477,4149220.05
478,3931598.256
479,4852569.901
480,3398858.083
481,5652349.399
482,3065766.523
483,4449552.585
484,5216448.028
485,3490799.941
486,4360366.225
487,4133633.839
488,4421650.486
489,3894269.798
490,4325236.082
491,3370569.076
492,4415318.057
493,4811745.983
494,4059705.926
495,3875898.585
496,4600317.881
497,3571562.476
498,4276535.538
499,4460087.559
500,4237876.564
501,2558626.77
502,4022085.488
503,6007769.953
504,2830795.716
505,4033276.736
506,3199363.548
507,4350509.95
508,3109413.832
509,4293841.51
510,5008265.01
511,4958200.407
512,2505496.672
513,5065090.627
514,3455037.819
515,2491495.347
516,3080898.341
517,4112074.181
518,4006789.039
519,4327595.856
520,3586056.026
521,5134129.878
522,6260185.082
523,4840620.436
524,4135190.8
525,4674349.667
526,2484915.401
527,4422879.593
528,5019301.153
529,4799673.184
530,3970208.315
531,2983938.467
532,4534853.476
533,3788264.584
534,4522688.085
535,3944621.001
536,3929711.565
537,3096038.067
538,3692485.42
539,4090688.916
540,4234117.111
541,2951575.508
542,3147149.896
543,3795748.659
544,4526112.048
545,3956050.154
546,2640375.68
547,3852021.596
548,3571857.382
549,4043140.575
550,3919937.137
551,3838012.537
552,3579233.952
553,4482206.653
554,4792416.164
555,4381947.769
556,3061070.439
557,4199415.779
558,3674604.214
559,4102481.696
560,4435632.634
561,5226494.544
562,2483606.339
563,4625130.275
564,2880024.055
565,4175307.114
566,3225947.222
567,4839625.768
568,3942069.273
569,3105419.787
570,4651124.746
571,5270521.146
572,3954803.206
573,4080960.123
574,4040323.552
575,3063904.662
576,6884481.466
577,3754341.687
578,3820416.034
579,4185052.18
580,3348616.445
581,4303042.805
582,5263636.569
583,3587874.869
584,4432949.287
585,4563256.664
586,3410620.631
587,3945836.59
588,5410391.44
589,3927702.58
590,3362246.294
591,3922516.098
592,4074089.807
593,2887509.914
594,3561175.519
595,3526243.457
596,3154054.97
597,2779321.059
598,4440322.263
599,5306077.425
600,4433101.874
601,4870828.085
602,4195519.076
603,2781796.979
604,2421327.837
605,2700002.56
606,2560204.881
607,3786345.709
608,2358782.728
609,4902204.189
610,5586916.33
611,2315481.156
612,4696201.558
613,4579029.234
614,4584657.336
615,2355770.961
616,4467110.39
617,4663252.798
618,5321598.017
619,4127590.275
620,4200393.764
621,5648278.316
622,4395454.118
623,4352745.257
624,2363978.092
625,4032497.094
626,4247083.61
627,4683092.137
628,3705476.785
629,3327234.187
630,5103494.326
631,4318323.427
632,4565286.357
633,5130491.367
634,2370157.438
635,3215767.204
636,4775896.898
637,3765256.687
638,3226341.613
639,4060675.934
640,4478825.9
641,4498456.152
642,2788235.739
643,4267328.004
644,4321574.132
645,3389220.326
646,4293719.461
647,4009613.699
648,2924303.781
649,3296631.891
650,3217643.248
651,3793032.672
652,4690310.62
653,4251910.57
654,2939637.53
655,4514390.934
656,3573462.14
657,4482961.657
658,5055423.72
659,4229151.726
660,4965756.719
661,5494224.123
662,4696335.93
663,4461354.848
664,3866076.535
665,3328830.725
666,5285461.914
667,3418620.829
668,3808203.95
669,3989616.437
670,5163681.155
671,4974141.693
672,2985745.8
673,4333474.636
674,4676272.212
675,3182285.17
676,3829147.816
677,2891097.098
678,3762353.667
679,4492343.174
680,3460389.793
681,4527032.431
682,3495110.594
683,4428854.447
684,4265385.62
685,4545075.606
686,3135318.061
687,2584832.93
688,4771156.255
689,2935863.853
690,3850454.155
691,2987881.164
692,3022373.857
693,3362700.16
694,2619764.537
695,2920861.04
696,4288237.635
697,4726190.568
698,4215478.096
699,2537758.985
700,4885921.158
701,4070205.613
702,4809473.091
703,4502081.016
704,4419274.027
705,4884863.545
706,4841171.611
707,5097326.758
708,4367101.932
709,3903317.005
710,4094233.179
711,5284547.879
712,3839120.148
713,3965594.306
714,4206617.887
715,4106501
716,3737300.464
717,4299740.947
718,4806908.059
719,5023985.831
720,4391126.106
721,5389844.696
722,4120608.892
723,2355508.91
724,4426099.145
725,4280262.927
726,2519254.377
727,3435223.03
728,4141933.374
729,3264303.259
730,3997779.065
731,4229805.944
732,3160496.633
733,6813403.205
734,3671593.476
735,4119909.017
736,2745613.706
737,4566346.7
738,2733798.933
739,3643034.438
740,4789289.077
741,4128040.94
742,4023550.637
743,4789863.132
744,4883553.674
745,4934595.183
746,2696888.518
747,4853264.218
748,4770060.893
749,4440049.257
750,6813148.105
751,3753296.098
752,3651193.727
753,2078468.114
754,3618010.17
755,3426704.379
756,4001090.037
757,4375721.082
758,2622567.151
759,4864537.173
760,3469854.756
761,3707279.622
762,2729371.7
763,3220251.032
764,4418319.849
765,5016715.552
766,4555799.379
767,2750915.431
768,4288571.867
769,4526989.39
770,3653677.312
771,3864666.909
772,4367539.717
773,3687680.353
774,4440043.938
775,4033972.583
776,3549671.746
777,4571270.279
778,4401959.207
779,3581835.757
780,2497456.088
781,4628531.014
782,4913704.952
783,3047972.504
784,4163576.809
785,3286327.636
786,4994306.727
787,4126410.218
788,4523954.155
789,4893974.047
790,2910683.364
791,4263545.64
792,3463568.35
793,2857663.715
794,3303792.147
795,4391151.467
796,2622461.123
797,3319440.308
798,3752017.388
799,4253307.223
800,4839257.547
801,4357266.625
802,4226981.318
803,3891189.323
804,4026434.869
805,3949248.11
806,4568843.029
807,4427956.138
808,3891357.188
809,2295540.521
810,4417014.87
811,4138864.335
812,4564507.098
813,4441857.002
814,2312645.85
815,4336098.728
816,3444837.078
817,2939722.873
818,4154009.226
819,2717912.727
820,4077195.605
821,4287993.066
822,4460005.311
823,4217263.43
824,3909225.13
825,4147018.41
826,4206302.409
827,2368832.202
828,4840023.804
829,3951092.527
830,4848000.555
831,5819157.341
832,4860861.67
833,4644672.666
834,4746459.462
835,3755481.573
836,2202129.989
837,4148919.569
838,3842764.404
839,2273192.237
840,3921263.028
841,3085941.346
842,4893040.94
843,3952128.038
844,4241992.438
845,4232850.348
846,4438425.895
847,4401031.859
848,3189672.681
849,3280681.687
850,3092196.028
851,3999425.628
852,5417722.265
853,2983726.384
854,3029325.82
855,3355791.308
856,4064563.986
857,4353291.033
858,3058091.025
859,4189011.302
860,3689447.267
861,4968658.148
862,3201094.93
863,4182860.355
864,5525692.173
865,4828143.977
866,3762735.716
867,2612380.358
868,4693503.56
869,4631099.944
870,2282143.92
871,4450151.294
872,3904970.656
873,4969388.6
874,4615430.191
875,2594950.202
876,2711627.073
877,4899901.483
878,3067923.384
879,4535376.228
880,3489307.07
881,3833385.513
882,4684116.656
883,4016010.608
884,4250429.132
885,4912014.174
886,3846601.044
887,5238398.148
888,2606608.266
889,4239231.353
890,3162842.985
891,3892200.256
892,4840041.971
893,3417892.395
894,4480388.595
895,4204863.629
896,4322032.645
897,4145283.511
898,4066799.895
899,4965352.109
900,3501013.016
901,5889072.548
902,4570515.028
903,3771606.379
904,2655776.345
905,3824740.767
906,4225912.908
907,3939176.282
908,4724898.779
909,3585863.689
910,4367904.855
911,5057909.845
912,4149232.177
913,3608062.101
914,3549679.021
915,4640000.046
916,2092319.263
917,4529249.584
918,3147333.569
919,4039901.142
920,3836123.831
921,2927849.556
922,4657003.825
923,4291087.143
924,4373242.499
925,4882435.741
926,5419712.735
927,3713291.379
928,4679778.043
929,4073595.374
930,4244976.855
931,2605424.829
932,4696967.232
933,4898961.413
934,4069652.781
935,3696347.585
936,2747163.121
937,4564865.987
938,3322464.009
939,5397597.627
940,4401636.553
941,4222278.857
942,4098033.843
943,4732320.833
944,5393626.003
945,2074938.864
946,5119476.542
947,4153245.692
948,4182069.087
949,3189132.574
950,4465372.612
951,3800010.464
952,2683280.289
953,3968459.115
954,5074369.264
955,4540408.697
956,4028008.347
957,5069513.055
958,5107101.523
959,4148305.887
960,4887698.468
961,4752054.966
962,4745930.21
963,4761217.831
964,5646091.504
965,2729189.675
966,4877867.749
967,5415232.829
968,3535393.981
969,2845204.671
970,3399007.925
971,3595427.551
972,2642828.325
973,3160760.277
974,3547012.119
975,3183234.265
976,2451177.913
977,4838382.97
978,3921095.008
979,5950737.114
980,4505965.612
981,2122670.565
982,3915200.992
983,5133548.899
984,5954244.661
985,4217320.207
986,2986797.093
987,4559586.737
988,4642723.273
989,3815062.059
990,4466371.263
991,2143726.505
992,4262056.304
993,4674364.019
994,5194985.991
995,2642668.57
996,3687304.384
997,5138061.465
998,3175531.065
999,4519495.07
1000,4160920.787
1001,4033576.782
1002,3592292.621
1003,4552051.656
1004,4761674.385
1005,4384687.329
1006,5536274.15
1007,3800789.38
1008,2737603.701
1009,3580673.767
1010,4313566.782
1011,5123741.225
1012,3790200.536
1013,4342955.397
1014,4258756.159
1015,4461528.922
1016,4857110.724
1017,3806633.55
1018,4201950.552
1019,3592413.946
1020,4270819.55
1021,4013454.019
1022,4011492.973
1023,2820623.498
1024,4254149.847
1025,4350381.763
1026,4174030.262
1027,3369290.571
1028,4597177.267
1029,3557026.002
1030,4796025.365
1031,3586776.82
1032,2766377.427
1033,5229769.161
1034,4813465.703
1035,3703844.976
1036,4401820.741
1037,4144619.982
1038,4515269.449
1039,4880656.041
1040,4074467.315
1041,2621386.86
1042,2268618.297
1043,4025215.566
1044,4570365.068
1045,4744165.086
1046,4491579.298
1047,5017068.659
1048,4003390.834
1049,3921833.408
1050,4843336.053
1051,2810654.006
1052,3818780.216
1053,3162733.924
1054,5323573.253
1055,2502536.01
1056,5778468.511
1057,5098277.597
1058,2358391.943
1059,3955629.247
1060,4769108.178
1061,4386544.653
1062,4271750.71
1063,4799196.235
1064,4463695.801
1065,3065951.521
1066,5157901.703
1067,4381283.949
1068,4310345.821
1069,3893740.361
1070,3810420.969
1071,3718624.838
1072,4510370.182
1073,5117224.85
1074,4939180.445
1075,3317472.989
1076,4217176.03
1077,3566733.179
1078,3240670.181
1079,4917122.588
1080,3301448.881
1081,3896675.364
1082,3278250.011
1083,4382416.774
1084,3510969.553
1085,2115088.88
1086,4723063.759
1087,3551867.672
1088,4084761.597
1089,3637810.348
1090,4998591.624
1091,2693811.446
1092,4150586.596
1093,4140355.964
1094,4246006.613
1095,4101861.561
1096,2356507.524
1097,3817037.472
1098,2651467.449
1099,4040478.829
1100,3296089.586
1101,4572264.911
1102,3819607.317
1103,3796872.928
1104,4624626.618
1105,4085003.779
1106,2971044.283
1107,4818040.05
1108,4897583.02
1109,4321250.904
1110,3913982.775
1111,4565060.813
1112,3890278.983
1113,2948091.468
1114,3779180.405
1115,2985263.307
1116,2961572.79
1117,5263335.791
1118,4861563.753
1119,2866572.548
1120,3852277.376
1121,1993871.58
1122,4409018.099
1123,3197670.878
1124,3130263.525
1125,4465391.868
1126,4703700.281
1127,2774728.644
1128,3942813.319
1129,4428174.929
1130,4234427.917
1131,4764182.903
1132,3743536.911
1133,2850824.549
1134,3972098.652
1135,2760321.666
1136,4655298.293
1137,2520217.262
1138,4731692.451
1139,4487128.085
1140,4397225.368
1141,4268057.049
1142,4710192.866
1143,3974134.154
1144,3102592.302
1145,4375301.71
1146,3867256.956
1147,4932899.944
1148,4006900.853
1149,5469859.12
1150,4125207.118
1151,2192380.615
1152,3449618.303
1153,4788674.602
1154,3868846.809
1155,3473661.164
1156,3761998.891
1157,4695527.964
1158,4593337.548
1159,3784388.169
1160,4422962.883
1161,4555984.422
1162,4482368.748
1163,3731698.195
1164,4386881.433
1165,4050573.753
1166,4416928.004
1167,4810712.244
1168,2846602.424
1169,5000584.97
1170,3589219.844
1171,3441660.374
1172,2092411.34
1173,4203355.795
1174,3618010.17
1175,4671505.973
1176,4888953.085
1177,4425442.942
1178,3989449.35
1179,4447133.504
1180,4302688.042
1181,4439887.72
1182,4773910.53
1183,2654116.36
1184,3381474.352
1185,2673233.126
1186,4773474.721
1187,3702403.793
1188,4641445.606
1189,5008526.389
1190,4787010.65
1191,4187177.114
1192,3740841.683
1193,3029191.527
1194,4972778.438
1195,4635069.913
1196,3755709.95
1197,2901129.798
1198,3844965.291
1199,3810777.297
1200,6569063.452
1201,3943121.189
1202,2983419.43
1203,2995200.391
1204,2899389.1
1205,2574755.385
1206,4632674.046
1207,4045214.28
1208,3946308.917
1209,4244074.902
1210,3302146.341
1211,3473891.247
1212,3639349.571
1213,5040277.142
1214,4022106.134
1215,3247325.786
1216,3799492.019
1217,3104056.142
1218,2672057.807
1219,4224718.948
1220,3926718.722
1221,4865841.365
1222,4895754.442
1223,4547706.592
1224,4941495.602
1225,4832861.118
1226,3156262.4
1227,5147562.225
1228,3984951.936
1229,4840779.534
1230,4328553.162
1231,4053259.105
1232,2888571.861
1233,4665276.878
1234,4073125.957
1235,3612500.872
1236,3188901.563
1237,2870532.264
1238,4246374.59
1239,4469291.015
1240,3798797.986
1241,3493126.122
1242,5233987.247
1243,4167926.769
1244,4351488.995
1245,3242984.279
1246,3441648.589
1247,4440770.151
1248,2249071.252
1249,4501522.324
1250,4207677.319
1251,3657835.734
1252,3263227.013
1253,5137557.794
1254,3375505.782
1255,3485527.848
1256,4264709.953
1257,3430595.766
1258,5153045.601
1259,3621972.768
1260,4117069.885
1261,4853465.755
1262,4315191.115
1263,2701741.451
1264,4742767.892
1265,3437955.449
1266,3507656.159
1267,4867191.04
1268,3054431.987
1269,3546359.772
1270,3563946.101
1271,4844369.792
1272,4895115.5
1273,2841994.931
1274,2597248.785
1275,4913548.755
1276,3207583.845
1277,2878874.827
1278,4135503.239
1279,3618010.17
1280,3822074.658
1281,3830544.765
1282,4469702.848
1283,2738121.166
1284,4529993.95
1285,4998004.814
1286,2241869.72
1287,4020221.738
1288,3559784.439
1289,2418266.745
1290,3018646.656
1291,3037726.607
1292,6166167.112
1293,5109392.06
1294,5070425.323
1295,4605434.025
1296,4970727.329
1297,4770090.453
1298,2831017.101
1299,3510777.103
1300,4773499.721
1301,3097273.949
1302,4488338.866
1303,4281453.763
1304,2726216.051
1305,4437352.658
1306,4208783.037
1307,4258009.205
1308,5244797.368
1309,3508284.598
1310,4550771.832
1311,4115432.32
1312,2702200.948
1313,5550791.292
1314,3693011.615
1315,4779403.232
1316,4488514.805
1317,4977814.688
1318,4638175.292
1319,4469675.749
1320,4825144.377
1321,4510171.066
1322,4421230.416
1323,3807637.864
1324,4833323.881
1325,2855248.428
1326,3031300.762
1327,4910840.999
1328,4057874.677
1329,4356900.312
1330,5669172.11
1331,3842415.047
1332,4012763.89
1333,2692402.73
1334,3921980.39
1335,3051864.974
1336,2411575.472
1337,4666159.387
1338,2472956.242
1339,3111782.895
1340,3756840.373
1341,4951818.597
1342,3388200.009
1343,2199518.303
1344,6348735.03
1345,2482544.911
1346,4015872.993
1347,2926292.962
1348,4588710.855
1349,3781130.595
1350,4269790.892
1351,5150463.571
1352,4160405.906
1353,4853100.299
1354,3140647.373
1355,2478195.669
1356,4520806.418
1357,3364143.411
1358,4622611.505
1359,2960138.831
1360,4200259.792
1361,4841631.05
1362,4148438.877
1363,3970593.68
1364,4312340.909
1365,4219089.184
1366,2949492.657
1367,3946191.266
1368,4343366.747
1369,5371703.727
1370,4295010.54
1371,4463961.826
1372,6050768.713
1373,5248177.442
1374,3686084.641
1375,4599838.83
1376,3669719.348
1377,3973854.148
1378,3313700.909
1379,3026318.397
1380,4705803.551
1381,4987375.644
1382,3915510.098
1383,5281947.015
1384,3849717.127
1385,4028994.027
1386,3917530.978
1387,3646864.891
1388,4744759.56
1389,2625729.958
1390,4576749.155
1391,3859648.29
1392,3712541.446
1393,4270542.572
1394,4662872.716
1395,3993592.957
1396,4405463.185
1397,4479276.912
1398,4069756.654
1399,4462875.727
1400,3387647.597
1401,4892756.967
1402,4543737.428
1403,4083341.677
1404,3506480.09
1405,4254705.041
1406,4062371.839
1407,5242218.679
1408,4227942.769
1409,5782394.438
1410,3686388.648
1411,4498396.989
1412,2920991.766
1413,5816616.827
1414,3762554.546
1415,4068677.955
1416,4775869.84
1417,3752754.93
1418,3725570.762
1419,5761665.018
1420,4204365.937
1421,4079846.724
1422,3599612.592
1423,4866277.735
1424,4898179.247
1425,4174371.346
1426,2204130.415
1427,4063841.343
1428,3997347.074
1429,2789264.91
1430,4743725.323
1431,3830968.234
1432,4988285.217
1433,4192563.844
1434,3018107.151
1435,4990780.901
1436,3842497.218
1437,4123501.153
1438,3364034.737
1439,4965292.885
1440,4815546.118
1441,4881821.648
1442,2266667.181
1443,3807379.832
1444,4430813.349
1445,4083612.755
1446,4881022.467
1447,4119101.553
1448,4427108.053
1449,5342696.488
1450,4611683.266
1451,4465754.786
1452,4560242.253
1453,3658191.676
1454,5001975.047
1455,4191763.293
1456,4926872.166
1457,4428447.251
1458,4866604.02
1459,3038861.006
1460,3656347.303
1461,3641423.468
1462,4568015.723
1463,3996550.55
1464,3969654.354
1465,2731208.193
1466,4565738.247
1467,5457186.461
1468,4160722.948
1469,4899614.425
1470,4903161.362
1471,3471635.46
1472,4553744.676
1473,3366945.168
1474,4966140.792
1475,3143340.83
1476,4692664.922
1477,5114179.504
1478,3168827.931
1479,4080639.02
1480,4065640.611
1481,3524320.451
1482,4575134.618
1483,4632180.349
1484,4836989.825
1485,4798748.248
1486,4737841.89
1487,5019666.899
1488,3341894.845
1489,4836738.542
1490,2652846.052
1491,4260190.084
1492,4242029.377
1493,3537832.176
1494,4837753.83
1495,4985732.48
1496,4618487.997
1497,2547308.367
1498,2752627.098
1499,4257055.279
1500,4286888.713
1501,3658685.516
1502,5391107.861
1503,4432117.424
1504,4748673.375
1505,4135904.981
1506,3826373.452
1507,4258582.606
1508,3705397.98
1509,5945304.822
1510,3471284.976
1511,4352970.086
1512,6041108.527
1513,4520609.296
1514,4189277.526
1515,4811764.491
1516,5295719.824
1517,4772782.55
1518,4987485.402
1519,5532186.103
1520,5098090.511
1521,4538641.29
1522,5104224.11
1523,4781537.766
1524,4544779.685
1525,2987441.893
1526,4779309.844
1527,4522422.925
1528,3393160.081
1529,4853251.911
1530,3757988.9
1531,4160143.499
1532,3056823.981
1533,4043049.89
1534,4789680.95
1535,5577203.46
1536,5161966.084
1537,4013543.414
1538,4211926.975
1539,5010470.217
1540,3289324.718
1541,4055070.472
1542,4937872.565
1543,4498627.277
1544,5801625.18
1545,2747806.092
1546,3524785.193
1547,3168505.961
1548,4652108.758
1549,4424357.085
1550,4228388.094
1551,5047157.222
1552,3309912.616
1553,4584161.832
1554,2520919.569
1555,4777930.693
1556,3586388.698
1557,3405875.535
1558,3000253.183
1559,4405463.185
1560,4998130.756
1561,4980795.401
1562,2112389.186
1563,3708704.647
1564,4373906.702
1565,5316145.585
1566,2946922.832
1567,2385513.315
1568,2116181.734
1569,4425741.799
1570,3644312.06
1571,5329273.789
1572,5260556.653
1573,4166901.628
1574,3859024.831
1575,4458899.155
1576,3330286.823
1577,3385116.026
1578,4287839.718
1579,4440371.334
1580,2982900.2
1581,3862065.579
1582,3485396.551
1583,4339484.851
1584,4524658.203
1585,3352033.434
1586,3154293.263
1587,4602425.441
1588,3924696.162
1589,3012054.623
1590,3175006.437
1591,3604942.154
1592,4579028.165
1593,4675959.013
1594,4425501.85
1595,4717174.574
1596,3001182.244
1597,3881960.258
1598,3029340.561
1599,2789610.856
1600,4729706.893
1601,4203878.729
1602,4452624.527
1603,3100321.015
1604,4731392.176
1605,4024627.31
1606,4141789.41
1607,3845265.903
1608,4199568.361
1609,4293000.892
1610,4816866.981
1611,4190117.955
1612,3355018.826
1613,4048334.324
1614,4117729.343
1615,3869396.175
1616,4671690.694
1617,4102849.501
1618,5367598.252
1619,5340958.832
1620,4430847.659
1621,4562530.357
1622,3179690.876
1623,3255105.096
1624,4988803.427
1625,5033415.372
1626,4829418.371
1627,4826969.082
1628,5033341.77
1629,4172568.788
1630,3807527.559
1631,4932631.291
1632,4894304.239
1633,5076143.543
1634,4799004.953
1635,4745522.698
1636,4178088.707
1637,4402847.813
1638,3106618.533
1639,4499312.539
1640,3969480.943
1641,2916530.347
1642,4111063.574
1643,4027192.156
1644,3452843.438
1645,4438647.254
1646,3987564.124
1647,4668844.134
1648,2404247.471
1649,3366915.619
1650,4111724.256
1651,4649994.743
1652,2802139.332
1653,4153419.859
1654,3000577.739
1655,3737611.629
1656,4022334.619
1657,4001406.853
1658,4841247.705
1659,4341213.967
1660,4038064.01
1661,3392688.458
1662,4006466.884
1663,4022085.488
1664,3467701.717
